sample_id	subject_id	relation_id	timepoint
25076_3_21	B02254	B02254	100
37081_3_19	B02254	B02254	4
22607_2_14	B02255	B02255	4
22607_2_20	B02255	B02255	7
22607_3_15	B02255	B02255	21
24469_6_20	B02255	B02255	100
37081_3_18	B02256	B02256	4
22607_2_15	B02257	B02257	4
22607_3_16	B02257	B02257	21
22607_3_8	B02257	B02257	7
24469_1_12	B02257	B02257	100
22607_2_21	B02258	B02258	4
22607_3_10	B02258	B02258	7
22607_3_14	B02258	B02258	21
24469_7_6	B02258	B02258	100
23430_6_21	B02263	B02263	7
23584_4_2	B02263	B02263	0
24469_7_24	B02263	B02263	100
37081_3_25	B02264	B02264	7
22607_2_24	B02270	B02270	4
22607_3_19	B02270	B02270	21
22607_3_4	B02270	B02270	7
23164_7_12	B02273	B02273	21
23164_7_3	B02273	B02273	4
23164_7_4	B02273	B02273	0
23164_7_6	B02273	B02273	7
25076_6_4	B02273	B02273	100
25013_3_24	B02274	B02274	7
25076_7_18	B02274	B02274	100
24211_6_22	B02284	B02284	0
24469_3_21	B02284	B02284	100
23430_6_22	B02286	B02286	4
23430_8_7	B02286	B02286	0
24211_6_10	B02287	B02287	21
24211_6_3	B02287	B02287	4
24469_2_12	B02287	B02287	100
37273_5_12	B02288	B02288	7
37081_3_26	B02290	B02290	7
37081_3_31	B02305	B02305	7
25013_4_13	B02306	B02306	7
25076_3_22	B02306	B02306	100
24211_6_13	B02313	B02313	21
24211_6_2	B02313	B02313	7
24469_7_15	B02313	B02313	100
22607_3_11	B02315	B02315	4
22607_3_12	B02315	B02315	7
22607_3_24	B02315	B02315	21
25013_1_2	B02316	B02316	7
25076_3_23	B02316	B02316	100
37081_3_28	B02316	B02316	4
22607_2_23	B02317	B02317	4
22607_3_21	B02317	B02317	21
22607_3_7	B02317	B02317	7
24469_1_24	B02317	B02317	100
37081_3_32	B02319	B02319	7
25013_4_6	B02320_T1	B02320	21
25013_4_7	B02320_T2	B02320	21
25076_3_24	B02320_T1	B02320	100
25076_4_1	B02320_T2	B02320	100
25013_2_21	B02322	B02322	100
25013_3_23	B02322	B02322	7
22607_3_1	B02326	B02326	7
22607_3_20	B02326	B02326	21
22607_3_3	B02326	B02326	4
24469_1_15	B02326	B02326	100
24211_6_14	B02329	B02329	7
24469_3_17	B02329	B02329	100
37081_3_29	B02338	B02338	7
24211_6_7	B02358	B02358	7
24469_5_14	B02358	B02358	0
24469_5_16	B02358	B02358	4
24469_6_10	B02358	B02358	100
24211_6_16	B02363	B02363	21
24469_3_13	B02363	B02363	100
24211_6_6	B02369	B02369	7
24469_6_12	B02369	B02369	100
24469_7_8	B02375	B02375	100
37273_4_5	B02379	B02379	7
24211_6_4	B02382	B02382	7
24469_5_15	B02382	B02382	21
24469_6_14	B02382	B02382	100
37273_4_6	B02396	B02396	7
24211_6_12	B02401	B02401	7
24469_6_9	B02401	B02401	100
25013_1_4	B02403	B02403	100
25013_4_3	B02403	B02403	7
37273_4_9	B02415	B02415	7
24211_6_11	B02416	B02416	7
24469_2_5	B02416	B02416	100
37273_4_7	B02419	B02419	7
37273_4_13	B02426	B02426	7
25013_1_10	B02429	B02429	100
25013_4_9	B02429	B02429	7
37082_5_10	B02432	B02432	7
25013_4_21	B02447	B02447	7
25076_4_2	B02447	B02447	100
25013_4_5	B02448	B02448	7
25076_7_24	B02448	B02448	100
24211_6_17	B02450	B02450	7
24469_3_22	B02450	B02450	100
24211_6_23	B02457	B02457	21
24469_3_1	B02457	B02457	100
24211_6_19	B02458	B02458	21
24211_6_20	B02458	B02458	7
24469_5_18	B02458	B02458	0
37273_4_18	B02479	B02479	4
25013_1_16	B02486	B02486	100
25013_4_12	B02486	B02486	7
37273_4_21	B02487	B02487	7
37273_4_26	B02492	B02492	7
25013_4_10	B02493	B02493	7
25076_4_3	B02493	B02493	100
37273_7_14	B02498	B02498	4
37273_4_23	B02507	B02507	7
25013_4_11	B02511	B02511	7
25076_4_4	B02511	B02511	100
25013_2_23	B02528	B02528	100
25013_4_22	B02528	B02528	7
37273_4_29	B02536	B02536	7
37273_4_24	B02537	B02537	4
23164_6_18	B02540	B02540	4
23164_7_8	B02540	B02540	21
23584_4_8	B02540	B02540	7
37273_4_25	B02541	B02541	7
23164_6_16	B02542	B02542	4
23164_6_17	B02542	B02542	7
23164_7_2	B02542	B02542	21
24469_2_19	B02542	B02542	100
25013_2_6	B02561	B02561	100
25013_4_16	B02562	B02562	7
25076_6_7	B02562	B02562	100
37081_4_1	B02580	B02580	7
37081_4_12	B02584	B02584	7
23164_6_19	B02588	B02588	4
23164_7_1	B02588	B02588	7
23164_7_5	B02588	B02588	21
37273_4_31	B02589	B02589	7
37273_7_15	B02591	B02591	7
37273_4_32	B02592	B02592	4
25013_1_14	B02607	B02607	7
25076_6_10	B02607	B02607	100
25013_4_17	B02610	B02610	7
25076_6_2	B02610	B02610	100
25013_4_23	B02613	B02613	7
25076_6_8	B02613	B02613	100
37081_4_3	B02615	B02615	7
25013_2_5	B02618	B02618	100
25013_4_18	B02618	B02618	7
25013_1_20	B02639_T2	B02639	7
25076_2_2	B02639_T1	B02639	7
25076_6_20	B02639_T1	B02639	100
25076_6_21	B02639_T2	B02639	100
37081_4_5	B02640	B02640	7
37273_7_17	B02641	B02641	7
25013_1_18	B02657	B02657	100
25076_2_14	B02657	B02657	7
37081_4_8	B02660	B02660	7
37081_4_6	B02662	B02662	7
37081_4_11	B02668	B02668	7
25076_2_7	B02669	B02669	7
25076_7_6	B02669	B02669	100
37273_8_21	B02669	B02669	21
37081_4_16	B02681	B02681	7
25076_2_3	B02685	B02685	7
25076_6_15	B02685	B02685	100
25013_1_12	B02693	B02693	100
25013_2_2	B02693	B02693	7
25013_1_24	B02697	B02697	100
25076_2_5	B02697	B02697	7
25076_2_4	B02698	B02698	7
25076_7_4	B02698	B02698	100
37081_4_14	B02699	B02699	7
37081_4_22	B02701	B02701	7
37081_4_19	B02702	B02702	7
37273_8_18	B02703	B02703	7
25076_3_5	B02708	B02708	7
25076_7_2	B02708	B02708	100
25013_1_6	B02712	B02712	100
25076_2_6	B02712	B02712	7
25076_2_11	B02714	B02714	7
25076_6_22	B02714	B02714	100
37081_4_15	B02717	B02717	7
23164_7_10	B02720	B02720	7
23164_7_19	B02720	B02720	21
23164_7_9	B02720	B02720	4
23164_7_11	B02722	B02722	7
23164_7_20	B02722	B02722	21
23164_7_7	B02722	B02722	4
25076_6_19	B02722	B02722	100
23164_7_21	B02724	B02724	21
23584_4_16	B02724	B02724	4
23584_4_17	B02724	B02724	7
25076_7_23	B02724	B02724	100
37081_4_18	B02738	B02738	7
25076_2_10	B02739	B02739	7
25076_7_13	B02739	B02739	100
25076_2_8	B02741	B02741	7
25076_7_8	B02741	B02741	100
37082_5_21	B02745	B02745	7
37273_7_18	B02749	B02749	7
25076_2_9	B02752	B02752	7
25076_6_16	B02752	B02752	100
37273_5_1	B02761	B02761	7
25076_2_13	B02765	B02765	7
25076_6_24	B02765	B02765	100
37273_8_20	B02774	B02774	7
37273_7_19	B02776	B02776	7
25076_2_20	B02779	B02779	7
25076_7_11	B02779	B02779	100
25076_2_12	B02780	B02780	7
25076_6_23	B02780	B02780	100
37081_4_32	B02782	B02782	7
25076_2_18	B02785	B02785	7
25076_6_18	B02785	B02785	100
25076_2_15	B02813	B02813	7
25076_7_12	B02813	B02813	100
25076_2_22	B02816	B02816	7
25076_7_15	B02816	B02816	100
25076_2_16	B02817	B02817	7
25076_6_17	B02817	B02817	100
25076_2_17	B02821	B02821	7
25076_7_9	B02821	B02821	100
37273_8_22	B02830	B02830	7
25013_2_12	B02832	B02832	100
25076_2_19	B02832	B02832	7
25076_2_21	B02834	B02834	7
25076_7_7	B02834	B02834	100
37273_5_13	B02839	B02839	7
25076_3_4	B02841	B02841	7
25076_7_21	B02841	B02841	100
25013_2_8	B02842	B02842	7
25076_7_14	B02842	B02842	100
37273_5_6	B02857	B02857	7
25013_2_17	B02861	B02861	100
25076_2_23	B02861	B02861	7
37273_5_2	B02863	B02863	7
37081_6_18	B02880	B02880	7
25076_3_2	B02885	B02885	7
25076_7_10	B02885	B02885	100
37273_5_21	B02904	B02904	7
37273_8_24	B02905	B02905	7
25076_2_24	B02909	B02909	7
25076_7_16	B02909	B02909	100
37273_8_25	B02920	B02920	7
37273_5_20	B02926	B02926	7
25076_3_7	B02932	B02932	7
25076_7_22	B02932	B02932	100
25076_3_3	B02935	B02935	7
25076_7_19	B02935	B02935	100
37081_5_6	B02936	B02936	7
37081_5_12	B02938	B02938	7
25076_3_6	B02939	B02939	7
25076_7_17	B02939	B02939	100
37273_5_26	B02971	B02971	7
37081_5_5	B02972	B02972	7
37081_5_3	B02974	B02974	7
37273_8_26	B02975	B02975	7
37273_5_27	B02977	B02977	7
37081_5_9	B02981	B02981	7
37081_5_17	B02983	B02983	7
37081_5_25	B02988	B02988	7
37082_6_12	B02991	B02991	7
37081_5_15	B02993	B02993	7
37081_5_13	B02994	B02994	7
37081_5_7	B03004	B03004	7
37081_5_21	B03005	B03005	7
37081_5_24	B03007	B03007	7
37081_5_31	B03019	B03019	7
37081_6_2	B03020	B03020	7
37081_5_14	B03027	B03027	7
37081_5_19	B03029	B03029	7
37273_8_30	B03046	B03046	7
37273_8_29	B03048	B03048	7
37081_6_1	B03049	B03049	7
37273_8_28	B03052	B03052	7
37081_5_26	B03054	B03054	7
37081_5_29	B03058	B03058	7
37081_6_3	B03060	B03060	7
37081_6_4	B03078	B03078	7
37081_8_5	B03083	B03083	7
37082_7_2	B03084	B03084	7
37082_7_8	B03090	B03090	7
37081_6_5	B03099	B03099	7
37081_6_10	B03102	B03102	7
37082_7_3	B03113	B03113	7
37081_6_21	B03118	B03118	7
37081_6_22	B03121	B03121	7
37081_6_20	B03122	B03122	7
37081_6_17	B03128	B03128	7
37082_7_5	B03132	B03132	7
37081_6_14	B03135	B03135	7
37081_6_9	B03136	B03136	7
37081_6_11	B03137	B03137	7
37082_7_9	B03165	B03165	7
37082_7_6	B03168	B03168	7
37081_7_7	B03169	B03169	7
37081_6_27	B03171	B03171	7
37081_6_28	B03172	B03172	7
37081_6_24	B03188	B03188	7
37082_5_17	B03207	B03207	7
37082_5_2	B03210	B03210	7
37082_5_5	B03211	B03211	7
37082_5_3	B03213	B03213	7
37082_7_12	B03214	B03214	7
37082_5_6	B03215	B03215	7
37081_8_8	B03236	B03236	7
37082_5_15	B03237	B03237	7
37082_5_20	B03239	B03239	7
37082_5_9	B03241	B03241	7
37082_5_13	B03244	B03244	7
37082_5_12	B03245	B03245	7
37082_5_24	B03249	B03249	7
37081_7_19	B03255	B03255	7
37082_5_19	B03266	B03266	7
37082_7_13	B03268	B03268	7
37081_7_3	B03275	B03275	7
37082_5_25	B03276	B03276	7
37082_5_26	B03277	B03277	7
37273_6_17	B03280	B03280	7
37081_7_5	B03282	B03282	7
37082_7_15	B03285	B03285	7
37082_5_31	B03293	B03293	7
37082_5_32	B03318	B03318	7
37081_7_8	B03319	B03319	7
37082_7_16	B03320	B03320	7
37082_7_20	B03329	B03329	7
37082_6_16	B03334	B03334	7
37082_7_19	B03335	B03335	7
37082_7_18	B03339	B03339	7
37081_7_12	B03342	B03342	7
37081_7_11	B03355	B03355	7
37081_7_20	B03356	B03356	7
37082_7_24	B03371	B03371	7
37081_7_17	B03373	B03373	7
37082_7_28	B03387	B03387	7
37081_7_18	B03388	B03388	7
37082_7_25	B03390	B03390	7
37081_7_31	B03426	B03426	7
37081_7_32	B03430_T2	B03430	7
37082_7_29	B03430_T1	B03430	7
37082_7_31	B03431	B03431	7
37081_8_7	B03437	B03437	7
37081_7_29	B03438	B03438	7
37081_7_30	B03442	B03442	7
37081_8_4	B03450	B03450	7
37082_6_9	B03457	B03457	7
37081_8_14	B03464	B03464	7
37081_8_15	B03465	B03465	7
37082_7_32	B03467	B03467	7
37081_8_23	B03482	B03482	7
37081_8_24	B03483	B03483	7
37081_8_29	B03484	B03484	7
37081_8_13	B03485	B03485	7
37081_8_20	B03486	B03486	7
37081_8_17	B03496	B03496	7
37081_8_19	B03498	B03498	7
37081_8_16	B03505	B03505	7
37081_8_12	B03507	B03507	7
37082_8_2	B03508	B03508	7
37082_6_15	B03516	B03516	7
37082_8_3	B03519	B03519	7
37082_6_3	B03520	B03520	7
37082_6_5	B03521	B03521	7
37082_8_1	B03525	B03525	7
37082_6_8	B03530	B03530	7
37082_6_2	B03531	B03531	7
37081_8_26	B03543	B03543	7
37035_3_2	B03559	B03559	7
37082_6_22	B03560	B03560	7
37082_6_14	B03565	B03565	7
37082_6_20	B03572	B03572	7
37273_6_9	B03580	B03580	7
37082_8_12	B03582	B03582	7
37082_6_19	B03583	B03583	7
37082_6_18	B03586	B03586	7
37273_6_16	B03595	B03595	7
37082_8_9	B03596	B03596	7
37082_8_6	B03597	B03597	7
37082_6_24	B03599	B03599	7
37082_6_29	B03604	B03604	7
37273_6_1	B03608	B03608	7
37082_6_31	B03613	B03613	7
37273_6_13	B03619	B03619	7
37082_8_13	B03625	B03625	7
37273_6_21	B03626	B03626	7
37273_6_12	B03629	B03629	7
37273_6_8	B03631	B03631	7
37273_6_11	B03633	B03633	7
37273_6_6	B03637	B03637	7
37273_6_14	B03640	B03640	7
37273_6_7	B03645	B03645	7
37035_5_20	B03649	B03649	7
37082_8_15	B03654	B03654	7
37273_6_3	B03661	B03661	7
37082_8_10	B03662	B03662	7
37273_6_2	B03664	B03664	7
37273_6_19	B03669	B03669	7
37273_6_18	B03670	B03670	7
37273_6_27	B03678	B03678	7
37273_6_26	B03680	B03680	7
37273_6_28	B03691	B03691	7
37035_4_18	B03697	B03697	7
37035_3_1	B03698	B03698	7
37273_6_24	B03704	B03704	7
37035_3_3	B03709	B03709	7
37273_6_29	B03716	B03716	7
37035_3_10	B03717	B03717	7
37273_6_25	B03721	B03721	7
37035_3_4	B03723	B03723	7
37035_3_18	B03725	B03725	7
37273_6_22	B03726 	B03726 	7
37273_6_30	B03727	B03727	7
37035_3_8	B03732	B03732	7
37035_3_14	B03738	B03738	7
37082_8_20	B03739	B03739	7
37035_3_6	B03741	B03741	7
37035_3_5	B03743	B03743	7
37035_3_9	B03747	B03747	7
37082_8_19	B03749	B03749	7
37035_3_7	B03752	B03752	7
37035_3_26	B03753	B03753	7
37035_3_17	B03754	B03754	7
37035_3_16	B03755	B03755	7
37035_3_15	B03761	B03761	7
37035_3_20	B03763	B03763	7
37035_3_19	B03764	B03764	7
37035_3_23	B03766	B03766	7
37035_3_21	B03767	B03767	7
37082_8_18	B03768	B03768	7
37035_3_13	B03769	B03769	7
37082_8_17	B03771	B03771	7
37035_3_24	B03776	B03776	7
37035_4_14	B03777	B03777	7
37035_4_2	B03782	B03782	7
37035_4_11	B03786	B03786	7
37035_4_22	B03789	B03789	7
37035_3_32	B03791_T1	B03791	7
37035_4_1	B03791_T2	B03791	7
37035_3_25	B03793	B03793	7
37035_4_4	B03794	B03794	7
37035_3_28	B03798	B03798	7
37082_8_21	B03800	B03800	7
37035_3_29	B03806	B03806	7
37035_4_9	B03809	B03809	7
37035_4_10	B03810	B03810	7
37035_3_31	B03816_T1	B03816	7
37035_4_13	B03816_T2	B03816	7
37082_8_24	B03817	B03817	7
37082_8_23	B03818	B03818	7
37082_8_22	B03821	B03821	7
37035_4_20	B03822	B03822	7
37035_4_6	B03827	B03827	7
37035_3_27	B03828	B03828	7
37035_4_3	B03829	B03829	7
37082_8_25	B03830	B03830	7
37082_8_26	B03831	B03831	7
37035_4_12	B03832	B03832	7
37082_8_27	B03833	B03833	7
37035_4_5	B03834	B03834	7
37035_4_15	B03839	B03839	7
37035_4_7	B03841_T1	B03841	7
37035_4_8	B03841_T2	B03841	7
37035_4_23	B03843	B03843	7
37035_3_30	B03844	B03844	7
37035_4_17	B03849	B03849	7
37035_4_19	B03852	B03852	7
37035_4_30	B03861	B03861	7
37035_5_10	B03862	B03862	7
37082_8_29	B03863 	B03863 	7
37035_5_15	B03866	B03866	7
37035_4_24	B03872	B03872	7
37035_4_16	B03875	B03875	7
37082_8_28	B03879	B03879	7
37035_4_28	B03880	B03880	7
37035_4_29	B03883	B03883	7
37035_4_31	B03885	B03885	7
37035_4_27	B03886	B03886	7
37035_4_25	B03887	B03887	7
37035_5_4	B03889	B03889	7
37035_4_21	B03896	B03896	7
37035_4_26	B03902	B03902	7
37035_4_32	B03904	B03904	7
37035_5_3	B03906	B03906	7
37035_5_18	B03907	B03907	7
37035_5_2	B03908	B03908	7
37035_5_16	B03910_T2	B03910	7
37035_5_6	B03910_T1	B03910	7
37035_5_9	B03912	B03912	7
37082_8_30	B03916	B03916	7
37035_5_7	B03919	B03919	7
37035_5_12	B03921	B03921	7
37035_5_11	B03922	B03922	7
37035_5_19	B03924	B03924	7
37035_5_14	B03925	B03925	7
37035_5_8	B03926	B03926	7
37082_8_32	B03929	B03929	7
37035_5_17	B03931	B03931	7
37035_5_5	B03934	B03934	7
37035_5_1	B03935	B03935	7
37082_8_31	B03939	B03939	7
37035_5_13	B03940	B03940	7
18403_19	BBS0001	BBS0001	7
18403_20	BBS0003	BBS0003	17
18403_21	BBS0006	BBS0006	12
19646_5_1	BBS0006	BBS0006	0
18403_22	BBS0007	BBS0007	10
18403_23	BBS0008	BBS0008	10
19646_5_2	BBS0011	BBS0011	7
37082_4_6	BBS0012	BBS0012	12
19646_5_3	BBS0014	BBS0014	11
19646_5_4	BBS0014	BBS0014	0
19646_5_5	BBS0024	BBS0024	7
19646_5_6	BBS0024	BBS0024	0
37082_4_7	BBS0029	BBS0029	29
19646_5_7	BBS0035	BBS0035	7
19646_5_8	BBS0038	BBS0038	7
19646_5_9	BBS0038	BBS0038	0
19646_5_10	BBS0045	BBS0045	7
19646_5_11	BBS0045	BBS0045	21
19646_5_12	BBS0048	BBS0048	4
19646_5_13	BBS0048	BBS0048	7
19646_5_14	BBS0048	BBS0048	21
19646_5_15	BBS0051	BBS0051	4
19646_5_16	BBS0051	BBS0051	7
19646_5_17	BBS0051	BBS0051	21
20596_5_23	BBS0055	BBS0055	13
20596_5_24	BBS0055	BBS0055	21
19646_5_18	BBS0057	BBS0057	4
19646_5_19	BBS0057	BBS0057	7
20596_4_2	BBS0057	BBS0057	21
19646_5_20	BBS0059	BBS0059	4
19646_5_21	BBS0059	BBS0059	7
19646_5_22	BBS0061	BBS0061	7
19646_5_23	BBS0062	BBS0062	4
19646_5_24	BBS0062	BBS0062	7
19646_4_1	BBS0067	BBS0067	7
19646_4_2	BBS0067	BBS0067	0
19646_4_3	BBS0070	BBS0070	4
19646_4_4	BBS0070	BBS0070	7
19646_4_5	BBS0070	BBS0070	0
19646_4_6	BBS0072	BBS0072	7
19646_4_7	BBS0073	BBS0073	7
19646_4_8	BBS0074	BBS0074	7
19646_4_9	BBS0075	BBS0075	4
20596_4_1	BBS0075	BBS0075	7
37082_4_2	BBS0079	BBS0079	9
37082_4_3	BBS0082	BBS0082	10
22178_7_24	C_Fresh_01	C	7
21127_6_17	C01007	C01007	0
21127_6_6	C01007	C01007	7
21127_7_15	C01007	C01007	21
21242_1	C01008_T1	C01008	21
21242_2	C01008_T2	C01008	21
21242_62	C01008_T2	C01008	7
21242_92	C01008_T1	C01008	4
21242_93	C01008_T2	C01008	4
21242_94	C01008_T1	C01008	7
21127_6_16	C01010	C01010	0
21127_6_24	C01010	C01010	7
21127_6_10	C01012	C01012	7
21127_7_18	C01012	C01012	21
21242_82	C01012	C01012	0
37081_1_31	C01048	C01048	7
37081_1_32	C01049	C01049	7
21127_6_14	C01052	C01052	0
21127_7_14	C01052	C01052	7
21127_7_3	C01052	C01052	4
21242_9	C01052	C01052	21
21242_7	C01070	C01070	21
21242_95	C01070	C01070	4
21242_96	C01070	C01070	7
37081_1_27	C01073	C01073	7
21127_6_23	C01075	C01075	0
21127_7_12	C01075	C01075	7
21127_7_8	C01075	C01075	4
21127_7_11	C01138	C01138	0
21127_7_20	C01138	C01138	4
21127_7_22	C01138	C01138	7
21242_20	C01201	C01201	0
21242_28	C01201	C01201	7
21242_8	C01201	C01201	4
25013_2_24	C01202	C01202	7
25076_4_5	C01202	C01202	100
37081_2_9	C01202	C01202	4
21242_15	C01204	C01204	4
21242_16	C01204	C01204	7
21242_21	C01204	C01204	0
21242_69	C01204	C01204	21
25013_1_17	C01204	C01204	100
24211_2_2	C01288	C01288	7
24469_7_12	C01288	C01288	100
