sample_id	subject_id	relation_id	timepoint
21673_1	C01329	C01329	0
21673_14	C01329	C01329	21
21673_63	C01329	C01329	4
21673_64	C01329	C01329	7
21673_28	C01331	C01331	21
21673_65	C01331	C01331	4
21673_66	C01331	C01331	7
24211_2_15	C01352	C01352	21
24211_2_6	C01352	C01352	7
21242_48	C01381	C01381	4
21242_49	C01381	C01381	7
21242_50	C01381	C01381	0
21673_27	C01381	C01381	21
24211_2_12	C01382	C01382	21
24469_4_4	C01382	C01382	7
25076_4_6	C01382	C01382	100
37273_7_2	C01383	C01383	7
21673_24	C01384	C01384	21
21673_5	C01384	C01384	7
21673_67	C01384	C01384	4
24211_2_10	C01386	C01386	7
24211_2_14	C01386	C01386	21
21523_4_4	C01387	C01387	21
21673_68	C01387	C01387	4
21673_69	C01387	C01387	0
22178_6_2	C01387	C01387	7
25076_5_22	C01387	C01387	100
37081_2_15	C01388	C01388	4
21673_3	C01389	C01389	0
21673_33	C01389	C01389	21
21673_70	C01389	C01389	4
21673_71	C01389	C01389	7
21673_2	C01390	C01390	0
21673_7	C01390	C01390	7
21673_72	C01390	C01390	4
37273_8_1	C01391	C01391	7
23164_6_3	C01392	C01392	21
23164_7_17	C01392	C01392	7
25076_4_7	C01392	C01392	100
37081_2_30	C01428	C01428	7
25013_3_5	C01429	C01429	4
25076_4_8	C01429	C01429	100
37081_2_28	C01433_T1	C01433	4
37273_7_3	C01433_T2	C01433	4
21523_4_8	C01442	C01442	21
21673_22	C01442	C01442	4
21673_26	C01442	C01442	7
22178_6_3	C01442	C01442	0
21673_20	C01443	C01443	0
21673_29	C01443	C01443	7
24469_2_20	C01443	C01443	100
21523_4_1	C01444	C01444	21
21523_4_19	C01444	C01444	4
21523_4_20	C01444	C01444	7
21842_3_24	C01447_T2	C01447	4
21842_4_1	C01447_T2	C01447	7
21842_4_2	C01447_T2	C01447	21
23164_6_2	C01447_T1	C01447	7
23584_5_7	C01447_T1	C01447	21
25013_3_9	C01478	C01478	21
25076_4_9	C01478	C01478	100
24211_2_20	C01485	C01485	7
24211_3_4	C01485	C01485	21
24469_4_5	C01485	C01485	0
21673_36	C01488	C01488	4
21673_37	C01488	C01488	0
37273_3_3	C01510	C01510	7
25013_3_8	C01512	C01512	4
25076_4_10	C01512	C01512	100
21842_4_3	C01528	C01528	21
21842_4_4	C01528	C01528	4
21842_4_5	C01528	C01528	7
21842_4_6	C01529	C01529	21
21842_4_7	C01529	C01529	4
21842_4_8	C01529	C01529	7
21842_4_10	C01530	C01530	4
21842_4_11	C01530	C01530	7
21842_4_9	C01530	C01530	21
24759_5_18	C01530	C01530	100
24211_3_2	C01531	C01531	7
24469_4_7	C01531	C01531	4
24469_7_5	C01531	C01531	100
21842_4_12	C01560	C01560	7
21842_4_13	C01560	C01560	0
37273_3_23	C01592	C01592	21
37273_8_3	C01595	C01595	7
21940_3_7	C01654	C01654	4
21940_3_8	C01654	C01654	7
21940_3_9	C01654	C01654	21
25013_1_19	C01658	C01658	7
25076_4_11	C01658	C01658	100
25013_1_13	C01660	C01660	7
25076_4_12	C01660	C01660	100
37273_3_9	C01660	C01660	4
24211_3_20	C01661	C01661	21
24469_7_19	C01661	C01661	100
24211_3_21	C01662	C01662	21
24469_4_8	C01662	C01662	7
24211_3_17	C01667	C01667	7
24211_3_5	C01667	C01667	4
24211_4_3	C01667	C01667	21
21940_3_4	C01689	C01689	4
21940_3_5	C01689	C01689	7
21940_3_6	C01689	C01689	21
21940_3_1	C01690	C01690	4
21940_3_2	C01690	C01690	7
21940_3_3	C01690	C01690	21
24469_3_2	C01690	C01690	100
37273_3_14	C01694	C01694	4
22178_6_4	C01695	C01695	21
22178_6_5	C01695	C01695	4
22178_6_6	C01695	C01695	7
25076_4_13	C01695	C01695	100
21842_4_14	C01696	C01696	4
21842_4_15	C01696	C01696	7
21842_4_16	C01696	C01696	0
25076_4_14	C01696	C01696	100
24211_3_13	C01697	C01697	7
24211_4_2	C01697	C01697	21
25013_1_22	C01697	C01697	100
37273_7_9	C01699	C01699	21
22178_6_7	C01700	C01700	21
22178_6_8	C01700	C01700	4
22178_6_9	C01700	C01700	7
37273_3_24	C01702	C01702	7
24211_3_11	C01748_T1	C01748	4
24211_3_12	C01748_T2	C01748	4
24211_4_5	C01748_T2	C01748	21
24469_7_16	C01748_T1	C01748	100
24469_7_17	C01748_T2	C01748	100
37273_3_22	C01748_T1	C01748	7
24211_3_15	C01749	C01749	7
24211_4_8	C01749	C01749	21
25013_2_4	C01749	C01749	100
25013_2_1	C01750	C01750	7
25076_4_15	C01750	C01750	100
37273_7_8	C01750	C01750	4
21989_7_18	C01751	C01751	21
21989_7_19	C01751	C01751	4
21989_7_20	C01751	C01751	7
25076_4_16	C01751	C01751	100
21842_4_17	C01752	C01752	4
21842_4_18	C01752	C01752	0
21989_7_21	C01752	C01752	7
21842_4_19	C01753	C01753	4
21842_4_20	C01753	C01753	7
24469_7_14	C01753	C01753	100
37273_3_21	C01755	C01755	4
23164_6_10	C01756	C01756	7
23164_6_7	C01756	C01756	0
23164_6_9	C01756	C01756	4
23164_7_18	C01756	C01756	21
25076_4_17	C01756	C01756	100
21842_4_21	C01757	C01757	4
21842_4_22	C01757	C01757	0
23164_6_13	C01757	C01757	21
24469_7_11	C01757	C01757	100
22178_6_10	C01758	C01758	21
22178_6_11	C01758	C01758	4
22178_6_12	C01758	C01758	7
22178_6_13	C01758	C01758	0
25076_4_18	C01758	C01758	100
21842_4_23	C01831	C01831	4
21842_4_24	C01831	C01831	0
23164_6_12	C01831	C01831	21
24759_5_19	C01831	C01831	100
21989_7_22	C01832	C01832	21
21989_7_23	C01832	C01832	4
21989_7_24	C01832	C01832	7
24759_5_20	C01832	C01832	100
25013_3_16	C01834	C01834	21
25076_4_19	C01834	C01834	100
21999_3_1	C01836	C01836	21
21999_3_2	C01836	C01836	4
21999_3_3	C01836	C01836	7
23164_6_11	C01837	C01837	21
23164_6_8	C01837	C01837	4
21999_3_4	C01839	C01839	21
21999_3_5	C01839	C01839	4
21999_3_6	C01839	C01839	7
21999_3_7	C01839	C01839	0
21999_3_10	C01840	C01840	7
21999_3_11	C01840	C01840	0
21999_3_8	C01840	C01840	21
21999_3_9	C01840	C01840	4
25076_4_20	C01840	C01840	100
21999_3_12	C01841	C01841	21
21999_3_13	C01841	C01841	4
21999_3_14	C01841	C01841	7
21999_3_15	C01841	C01841	0
25076_4_21	C01841	C01841	100
25013_2_10	C01843	C01843	100
25013_2_7	C01843	C01843	7
37273_3_26	C01843	C01843	4
21999_3_16	C01844	C01844	21
21999_3_17	C01844	C01844	4
21999_3_18	C01844	C01844	7
21999_3_19	C01844	C01844	0
24469_7_20	C01844	C01844	100
23430_6_3	C01846	C01846	21
23584_5_14	C01846	C01846	4
22178_6_14	C01871	C01871	21
22178_6_15	C01871	C01871	4
22178_6_16	C01871	C01871	7
22178_6_17	C01871	C01871	0
24211_4_11	C01873	C01873	7
24211_4_24	C01873	C01873	21
24469_4_19	C01873	C01873	0
25076_4_22	C01873	C01873	100
21999_3_20	C01877	C01877	21
21999_3_21	C01877	C01877	4
21999_3_22	C01877	C01877	7
21999_3_23	C01913	C01913	21
21999_3_24	C01913	C01913	4
21999_4_1	C01913	C01913	7
25076_4_23	C01913	C01913	100
23584_5_11	C01914	C01914	7
23584_5_9	C01914	C01914	0
24469_4_21	C01914	C01914	4
21999_4_2	C01915	C01915	21
21999_4_3	C01915	C01915	4
21999_4_4	C01915	C01915	7
25076_7_20	C01915	C01915	100
23430_6_6	C01916	C01916	7
23584_5_8	C01916	C01916	0
24469_4_23	C01916	C01916	21
21999_4_5	C01917	C01917	21
21999_4_6	C01917	C01917	4
21999_4_7	C01917	C01917	7
21999_4_8	C01917	C01917	0
25076_5_19	C01917	C01917	100
21999_4_10	C01919	C01919	4
21999_4_11	C01919	C01919	7
21999_4_12	C01919	C01919	0
21999_4_9	C01919	C01919	21
25076_4_24	C01919	C01919	100
37273_3_31	C01926	C01926	7
21999_4_13	C01929	C01929	21
21999_4_14	C01929	C01929	4
21999_4_15	C01929	C01929	7
21999_4_16	C01929	C01929	0
21999_4_17	C01930	C01930	21
21999_4_18	C01930	C01930	4
21999_4_19	C01930	C01930	7
21999_4_20	C01930	C01930	0
24469_3_5	C01930	C01930	100
25013_3_20	C01931	C01931	21
25076_5_1	C01931	C01931	100
24211_4_20	C01959	C01959	21
24469_5_3	C01959	C01959	0
24469_7_2	C01959	C01959	100
24211_5_2	C01960	C01960	7
24469_3_24	C01960	C01960	100
24469_5_5	C01960	C01960	0
22178_6_18	C01962	C01962	21
22178_6_19	C01962	C01962	4
22178_6_20	C01962	C01962	7
22178_6_21	C01962	C01962	0
24469_2_21	C01962	C01962	100
21999_4_21	C01990	C01990	21
21999_4_22	C01990	C01990	4
21999_4_23	C01990	C01990	7
21999_4_24	C01990	C01990	0
22178_6_22	C01991	C01991	21
22178_6_23	C01991	C01991	4
22178_6_24	C01991	C01991	7
22178_7_1	C01991	C01991	0
22178_7_2	C01994	C01994	21
22178_7_3	C01994	C01994	4
22178_7_4	C01994	C01994	7
22178_7_5	C01994	C01994	0
25076_5_2	C01994	C01994	100
37081_3_8	C01998	C01998	21
22178_7_6	C02016	C02016	21
22178_7_7	C02016	C02016	4
22178_7_8	C02016	C02016	7
22178_7_10	C02044	C02044	4
22178_7_11	C02044	C02044	7
22178_7_12	C02044	C02044	0
22178_7_9	C02044	C02044	21
22178_7_13	C02047	C02047	21
22178_7_14	C02047	C02047	4
22178_7_15	C02047	C02047	7
22178_7_16	C02047	C02047	0
37273_8_12	C02048	C02048	21
24211_5_3	C02056	C02056	21
24469_5_2	C02056	C02056	7
24469_5_9	C02056	C02056	0
25076_5_3	C02056	C02056	100
24211_4_19	C02057	C02057	7
24211_5_4	C02057	C02057	21
24211_7_1	C02057	C02057	4
24469_5_10	C02057	C02057	0
24469_5_7	C02058	C02058	0
24759_5_3	C02058	C02058	7
24759_5_5	C02058	C02058	21
22178_7_17	C02059	C02059	21
22178_7_18	C02059	C02059	4
22178_7_19	C02059	C02059	7
22178_7_20	C02059	C02059	0
24211_5_6	C02061	C02061	21
24469_5_6	C02061	C02061	0
24469_7_22	C02061	C02061	100
24759_5_2	C02061	C02061	4
22178_7_21	C02062	C02062	21
22178_7_22	C02062	C02062	4
22178_7_23	C02062	C02062	7
24469_3_15	C02062	C02062	100
23164_6_14	C02097	C02097	0
23164_6_15	C02097	C02097	21
23430_6_8	C02097	C02097	7
37081_3_12	C02127	C02127	7
37273_7_12	C02129	C02129	7
25013_3_21	C02130	C02130	7
25076_5_4	C02130	C02130	100
23430_6_9	C02131	C02131	7
23584_5_19	C02131	C02131	0
25076_5_13	C02131	C02131	100
37081_3_16	C02141	C02141	7
23430_6_10	C02142	C02142	7
23430_8_4	C02142	C02142	0
23430_6_11	C02143	C02143	7
23584_5_20	C02143	C02143	0
25076_5_5	C02143	C02143	100
23430_6_13	C02180	C02180	7
23584_5_21	C02180	C02180	0
23430_6_12	C02186	C02186	7
23430_8_1	C02186	C02186	0
37081_3_20	C02187	C02187	7
24211_5_13	C02190	C02190	7
24469_3_19	C02190	C02190	100
23430_6_14	C02223_T1	C02223	7
23430_6_15	C02223_T2	C02223	7
23430_8_3	C02223	C02223	0
24759_5_21	C02223_T1	C02223	100
24759_5_22	C02223_T2	C02223	100
37081_3_17	C02225	C02225	7
37273_8_15	C02226	C02226	7
23430_6_20	C02236	C02236	7
23430_8_5	C02236	C02236	0
25076_5_6	C02236	C02236	100
37273_8_16	C02267	C02267	7
37081_3_24	C02277	C02277	7
37081_3_23	C02278	C02278	7
37081_3_30	C02291	C02291	7
23430_6_17	C02294_T1	C02294	7
23430_6_18	C02294_T2	C02294	7
23430_8_2	C02294	C02294	0
23430_6_19	C02295	C02295	7
23430_8_6	C02295	C02295	0
25013_1_11	C02295	C02295	100
37273_4_10	C02298	C02298	7
37273_7_13	C02304	C02304	7
25013_4_1	C02323	C02323	7
25076_5_7	C02323	C02323	100
23430_6_23	C02331	C02331	7
23584_4_5	C02331	C02331	0
37273_4_1	C02332	C02332	7
37081_3_27	C02334	C02334	7
37273_8_17	C02344	C02344	7
25013_4_2	C02345	C02345	7
25076_5_8	C02345	C02345	100
37273_4_3	C02346	C02346	7
23430_8_8	C02353	C02353	0
23584_4_3	C02353	C02353	7
24211_6_8	C02377	C02377	7
24469_3_16	C02377	C02377	100
37273_4_17	C02383	C02383	7
37273_4_2	C02384	C02384	7
37273_4_4	C02386	C02386	7
37273_4_15	C02387	C02387	7
23430_8_9	C02391	C02391	0
23584_4_4	C02391	C02391	7
25076_5_9	C02391	C02391	100
24211_6_18	C02406	C02406	7
24469_2_22	C02406	C02406	100
37273_4_12	C02409	C02409	7
25013_2_16	C02411	C02411	100
25013_4_4	C02411	C02411	7
25013_4_8	C02438	C02438	7
25076_5_10	C02438	C02438	100
37273_4_16	C02452	C02452	7
37273_4_19	C02465_T1	C02465	7
37273_4_20	C02465_T2	C02465	7
24469_5_17	C02471	C02471	7
24469_7_3	C02471	C02471	100
25013_4_14	C02497	C02497	7
25076_5_11	C02497	C02497	100
23430_8_10	C02514	C02514	0
23584_4_6	C02514	C02514	7
24759_5_23	C02514	C02514	100
23430_8_11	C02516	C02516	0
23584_4_7	C02516	C02516	7
24759_5_24	C02516	C02516	100
25013_4_15	C02526	C02526	7
25076_6_14	C02526	C02526	100
37273_4_30	C02546	C02546	7
37273_4_28	C02547	C02547	7
23430_8_13	C02548	C02548	0
23584_4_12	C02548	C02548	7
24469_2_23	C02552	C02552	100
24469_5_19	C02552	C02552	7
37081_4_9	C02557	C02557	21
37273_4_27	C02557	C02557	7
23430_8_12	C02565	C02565	0
23584_4_11	C02565	C02565	7
23430_8_16	C02566	C02566	0
23584_4_9	C02566	C02566	7
23430_8_15	C02571	C02571	0
23584_4_10	C02571	C02571	7
37081_4_2	C02629	C02629	7
37081_4_4	C02631	C02631	7
23430_8_14	C02634	C02634	0
23584_4_13	C02634	C02634	7
37273_7_16	C02643	C02643	7
23584_4_14	C02649	C02649	7
23584_4_23	C02649	C02649	0
23584_4_15	C02670	C02670	7
23584_4_24	C02670	C02670	0
37081_4_29	C02674	C02674	21
37081_4_10	C02675	C02675	7
37081_4_17	C02677	C02677	7
37081_4_24	C02694	C02694	7
23430_8_17	C02695	C02695	0
23584_4_18	C02695	C02695	7
37273_8_19	C02706	C02706	7
37081_4_27	C02707	C02707	7
23430_8_22	C02755	C02755	0
23584_4_21	C02755	C02755	7
23430_8_20	C02756	C02756	0
23584_4_19	C02756	C02756	7
37081_4_21	C02757	C02757	7
37081_4_23	C02768	C02768	7
37081_4_26	C02769	C02769	7
37081_4_31	C02793	C02793	7
37081_4_30	C02796	C02796	7
37273_5_3	C02804	C02804	7
37273_5_4	C02806	C02806	7
37273_5_5	C02824	C02824	7
37273_5_11	C02825	C02825	7
37273_5_9	C02844	C02844	7
37273_5_7	C02845	C02845	7
37273_5_8	C02847	C02847	7
37273_5_30	C02848	C02848	7
37273_5_15	C02867	C02867	7
23430_8_18	C02868	C02868	0
23584_5_4	C02868	C02868	7
37273_5_10	C02874	C02874	7
37273_5_22	C02890	C02890	7
23430_8_23	C02892	C02892	7
23430_8_24	C02892	C02892	0
37273_8_23	C02894	C02894	7
37273_5_19	C02895	C02895	7
37273_5_25	C02896	C02896	7
37273_5_23	C02916	C02916	7
37273_5_32	C02927	C02927	7
37081_5_11	C02945	C02945	7
37081_5_1	C02957	C02957	7
37081_5_4	C02960	C02960	7
37273_5_31	C02962	C02962	7
37273_5_28	C02964	C02964	7
37273_5_29	C02965	C02965	7
37081_5_27	C02967	C02967	7
37081_5_16	C03009	C03009	7
37081_5_8	C03010	C03010	7
37273_8_31	C03011	C03011	7
37081_5_18	C03012	C03012	7
37273_7_20	C03014	C03014	7
37273_8_27	C03038	C03038	7
37081_5_23	C03041	C03041	7
37081_5_30	C03063	C03063	7
37081_5_32	C03064	C03064	7
37081_5_28	C03066	C03066	7
37273_8_32	C03069	C03069	7
37081_6_7	C03147_T1	C03147	7
37081_6_8	C03147_T2	C03147	7
37081_6_13	C03150	C03150	7
37081_6_19	C03159	C03159	7
37081_6_15	C03160	C03160	7
37081_6_16	C03161	C03161	7
37081_6_25	C03193	C03193	7
37082_5_23	C03195	C03195	7
37081_6_23	C03196	C03196	7
37082_7_4	C03199	C03199	7
37081_6_32	C03220	C03220	7
37082_5_4	C03222	C03222	7
37082_7_11	C03223	C03223	7
37082_5_28	C03224	C03224	7
37082_5_11	C03225	C03225	7
37082_5_7	C03226	C03226	7
37081_6_26	C03233	C03233	7
37082_5_1	C03250	C03250	7
37082_5_18	C03256	C03256	7
37082_5_14	C03258	C03258	7
37082_5_30	C03299	C03299	7
37082_5_29	C03300	C03300	7
37082_5_22	C03301	C03301	7
37081_7_2	C03303	C03303	7
37082_5_27	C03305	C03305	7
37081_7_6	C03306	C03306	7
37082_7_21	C03343	C03343	7
37082_7_14	C03344	C03344	7
37081_7_10	C03345	C03345	7
37081_7_16	C03346	C03346	7
37081_7_14	C03349	C03349	7
37081_7_9	C03350	C03350	7
37082_7_17	C03353	C03353	7
37081_7_4	C03361	C03361	7
37081_7_13	C03369	C03369	7
37081_7_26	C03370	C03370	7
37081_7_23	C03376	C03376	7
37081_7_27	C03377	C03377	7
37082_7_22	C03380	C03380	7
37081_7_25	C03381	C03381	7
37082_7_23	C03384	C03384	7
37081_7_24	C03385	C03385	7
37081_7_21	C03393	C03393	7
37082_7_27	C03396	C03396	7
37082_7_30	C03399	C03399	7
37082_7_26	C03401	C03401	7
37081_7_28	C03402	C03402	7
37081_8_1	C03443	C03443	7
37081_8_2	C03444	C03444	7
37081_8_3	C03447	C03447	7
37081_8_11	C03452	C03452	7
37081_8_22	C03472	C03472	7
37081_8_10	C03475	C03475	7
37081_8_6	C03476	C03476	7
37081_8_9	C03478	C03478	7
37081_8_21	C03480	C03480	7
37082_6_21	C03491	C03491	7
37081_8_28	C03492	C03492	7
37082_6_10	C03493	C03493	7
37081_8_18	C03494	C03494	7
37081_8_27	C03501	C03501	7
37081_8_25	C03503	C03503	7
37081_8_31	C03504	C03504	7
37081_8_30	C03511	C03511	7
37082_6_1	C03527	C03527	7
37082_6_7	C03533	C03533	7
37082_8_5	C03534	C03534	7
37082_6_6	C03535	C03535	7
37082_8_4	C03536	C03536	7
37082_6_11	C03537	C03537	7
37082_6_13	C03549	C03549	7
37082_6_17	C03551	C03551	7
37082_6_23	C03553	C03553	7
37082_6_25	C03554	C03554	7
37082_8_7	C03569	C03569	7
37082_6_30	C03574	C03574	7
37273_6_5	C03587	C03587	7
37082_8_11	C03589	C03589	7
37082_6_28	C03590	C03590	7
37082_8_8	C03591	C03591	7
37082_6_26	C03593	C03593	7
37082_6_27	C03594	C03594	7
37082_6_32	C03607	C03607	7
37273_6_10	C03615	C03615	7
37273_6_4	C03617	C03617	7
37082_8_14	C03641	C03641	7
37273_6_15	C03644	C03644	7
37273_6_20	C03674	C03674	7
37273_6_23	C03687	C03687	7
37273_6_31	C03688	C03688	7
37082_8_16	C03689	C03689	7
37273_6_32	C03690	C03690	7
37035_3_12	C03734 	C03734 	7
37035_3_11	C03736	C03736	7
37035_3_22	C03774	C03774	7
37082_4_1	LS01936522	LS01936522	12
18403_1	S1	S1	4
19646_4_10	S1	S1	0
18403_9	S10	S10	7
19646_4_11	S10	S10	0
18403_10	S11	S11	4
18403_11	S12	S12	7
18403_12	S13	S13	7
19646_4_12	S13	S13	0
18403_13	S16	S16	7
18403_14	S17	S17	7
18403_15	S19	S19	7
18403_2	S2	S2	7
18403_16	S20	S20	7
18403_17	S21	S21	4
18403_18	S23	S23	7
18403_3	S3	S3	7
19646_4_13	S3	S3	0
19646_4_14	S33	S33	7
19646_4_15	S33	S33	0
19646_4_16	S34	S34	7
19646_4_17	S34	S34	0
37082_4_8	S35	S35	7
37082_4_9	S36	S36	7
19646_4_18	S37_T1	S37	7
19646_4_19	S37_T2	S37	7
19646_4_20	S39	S39	7
18403_4	S4	S4	7
37082_4_10	S40	S40	7
19646_4_21	S41	S41	4
19646_4_22	S44	S44	7
19646_4_23	S45	S45	7
18403_5	S6	S6	7
18403_6	S7	S7	7
19646_4_24	S7	S7	0
18403_7	S8	S8	21
18403_8	S9	S9	4
